Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
A,H,2014-10-15T16:00:00Z,1,,14.41
A,H,2014-10-17T23:00:00Z,1,,9.27
A,H,2014-10-18T00:00:00Z,1,,9.78
A,H,2014-10-19T22:00:00Z,1,,13.9
A,H,2014-10-20T00:00:00Z,1,,12.36
A,H,2014-10-20T01:00:00Z,1,,12.36
A,H,2014-10-20T02:00:00Z,1,,11.84
A,H,2014-10-20T05:00:00Z,1,,12.36
A,H,2014-10-20T21:00:00Z,1,,13.38
A,H,2014-10-20T23:00:00Z,1,,15.96
A,H,2014-10-21T00:00:00Z,1,,15.96
A,H,2014-10-21T02:00:00Z,1,,14.93
A,H,2014-10-21T04:00:00Z,1,,13.9
A,H,2014-10-21T05:00:00Z,1,,10.81
A,H,2014-10-21T22:00:00Z,1,,11.84
A,H,2014-10-22T00:00:00Z,1,,11.84
A,H,2014-10-22T01:00:00Z,1,,10.3
A,H,2014-10-23T05:00:00Z,1,,14.93
A,H,2014-10-23T06:00:00Z,1,,16.47
A,H,2014-10-23T07:00:00Z,1,,13.38
A,H,2014-10-23T08:00:00Z,1,,11.33
A,H,2014-10-23T09:00:00Z,1,,16.47
A,H,2014-10-23T11:00:00Z,1,,13.9
A,H,2014-10-23T12:00:00Z,1,,15.44
A,H,2014-10-23T13:00:00Z,1,,11.33
A,H,2014-10-24T00:00:00Z,1,,15.44
A,H,2014-10-24T01:00:00Z,1,,14.93
A,H,2014-10-24T02:00:00Z,1,,13.9
A,H,2014-10-24T04:00:00Z,1,,11.84
A,H,2014-10-27T00:00:00Z,1,,12.36
A,H,2014-10-27T18:00:00Z,1,,11.33
A,H,2014-10-27T21:00:00Z,1,,18.53
A,H,2014-10-27T22:00:00Z,1,,16.99
A,H,2014-10-27T23:00:00Z,1,,18.02
A,H,2014-10-28T00:00:00Z,1,,15.96
A,H,2014-10-28T01:00:00Z,1,,14.41
A,H,2014-10-28T02:00:00Z,1,,12.36
A,H,2014-10-29T20:00:00Z,1,,14.93
A,H,2014-10-29T22:00:00Z,1,,12.87
A,H,2014-10-30T00:00:00Z,1,,13.38
A,H,2014-10-30T02:00:00Z,1,,11.33
A,H,2014-10-31T01:00:00Z,1,,16.99
A,H,2014-10-31T04:00:00Z,1,,19.05
A,H,2014-10-31T05:00:00Z,1,,15.44
A,H,2014-10-31T06:00:00Z,1,,12.36
A,H,2014-11-01T03:00:00Z,1,,10.81
A,H,2014-11-01T05:00:00Z,1,,14.93
A,H,2014-11-01T06:00:00Z,1,,12.36
A,H,2014-11-01T07:00:00Z,1,,10.3
A,H,2014-11-01T09:00:00Z,1,,18.02
A,H,2014-11-01T10:00:00Z,1,,20.59
A,H,2014-11-01T11:00:00Z,1,,16.47
A,H,2014-11-01T14:00:00Z,1,,9.78
A,H,2014-11-01T15:00:00Z,1,,13.9
A,H,2014-11-01T16:00:00Z,1,,14.41
A,H,2014-11-01T18:00:00Z,1,,9.78
A,H,2014-11-01T22:00:00Z,1,,15.44
A,H,2014-11-01T23:00:00Z,1,,18.53
A,H,2014-11-02T00:00:00Z,1,,13.38
A,H,2014-11-02T02:00:00Z,1,,16.99
A,H,2014-11-02T04:00:00Z,1,,16.47
A,H,2014-11-02T14:00:00Z,1,,10.3
A,H,2014-11-02T23:00:00Z,1,,18.53
A,H,2014-11-03T01:00:00Z,1,,24.71
A,H,2014-11-03T02:00:00Z,1,,14.93
A,H,2014-11-03T03:00:00Z,1,,18.02
A,H,2014-11-03T04:00:00Z,1,,13.9
A,H,2014-11-03T19:00:00Z,1,,9.78
A,H,2014-11-03T20:00:00Z,1,,13.38
A,H,2014-11-03T21:00:00Z,1,,11.33
A,H,2014-11-04T00:00:00Z,1,,12.36
A,H,2014-11-04T02:00:00Z,1,,9.78
A,H,2014-11-10T03:00:00Z,1,,13.38
A,H,2014-11-10T22:00:00Z,1,,7.72
A,H,2014-11-12T19:00:00Z,1,,13.38
A,H,2014-11-12T20:00:00Z,1,,12.87
A,H,2014-11-12T22:00:00Z,1,,12.36
A,H,2014-11-12T23:00:00Z,1,,16.47
A,H,2014-11-13T00:00:00Z,1,,15.44
A,H,2014-11-13T01:00:00Z,1,,12.36
A,H,2014-11-13T02:00:00Z,1,,14.41
A,H,2014-11-13T04:00:00Z,1,,13.9
A,H,2014-11-13T05:00:00Z,1,,13.38
A,H,2014-11-13T06:00:00Z,1,,12.87
A,H,2014-11-13T12:00:00Z,1,,12.36
A,H,2014-11-13T14:00:00Z,1,,12.36
A,H,2014-11-14T13:00:00Z,1,,13.38
A,H,2014-11-14T14:00:00Z,1,,23.17
A,H,2014-11-14T15:00:00Z,1,,13.38
A,H,2014-11-14T16:00:00Z,1,,15.44
A,H,2014-11-14T17:00:00Z,1,,14.41
A,H,2014-11-14T18:00:00Z,1,,20.59
A,H,2014-11-14T20:00:00Z,1,,16.47
A,H,2014-11-14T22:00:00Z,1,,13.9
A,H,2014-11-14T23:00:00Z,1,,14.93
A,H,2014-11-15T00:00:00Z,1,,17.5
A,H,2014-11-15T01:00:00Z,1,,18.53
A,H,2014-11-15T02:00:00Z,1,,16.47
A,H,2014-11-15T03:00:00Z,1,,12.87
A,H,2014-11-15T04:00:00Z,1,,13.38
A,H,2014-11-15T12:00:00Z,1,,11.84
A,H,2014-11-15T13:00:00Z,1,,14.93
A,H,2014-11-15T19:00:00Z,1,,11.84
A,H,2014-11-15T21:00:00Z,1,,12.87
A,H,2014-11-15T23:00:00Z,1,,15.96
A,H,2014-11-16T00:00:00Z,1,,14.41
A,H,2014-11-16T01:00:00Z,1,,11.84
A,H,2014-11-17T22:00:00Z,1,,15.44
A,H,2014-11-18T01:00:00Z,1,,12.36
A,H,2014-11-18T02:00:00Z,1,,14.41
A,H,2014-11-18T03:00:00Z,1,,15.96
A,H,2014-11-18T04:00:00Z,1,,14.93
A,H,2014-11-18T05:00:00Z,1,,15.44
A,H,2014-11-18T22:00:00Z,1,,11.84
A,H,2014-11-19T01:00:00Z,1,,21.11
A,H,2014-11-19T02:00:00Z,1,,14.93
A,H,2014-11-19T03:00:00Z,1,,17.5
A,H,2014-11-19T04:00:00Z,1,,13.38
A,H,2014-11-19T05:00:00Z,1,,16.47
A,H,2014-11-19T12:00:00Z,1,,11.33
A,H,2014-11-19T13:00:00Z,1,,10.81
A,H,2014-11-20T01:00:00Z,1,,8.24
A,H,2014-11-21T22:00:00Z,1,,13.38
A,H,2014-11-22T03:00:00Z,1,,11.84
A,H,2014-11-24T21:00:00Z,1,,12.36
A,H,2014-11-25T21:00:00Z,1,,12.87
A,H,2014-11-25T22:00:00Z,1,,13.38
A,H,2014-11-25T23:00:00Z,1,,14.93
A,H,2014-11-26T00:00:00Z,1,,16.99
A,H,2014-11-26T01:00:00Z,1,,13.38
A,H,2014-11-26T02:00:00Z,1,,15.44
A,H,2014-11-26T03:00:00Z,1,,12.36
A,H,2014-11-26T04:00:00Z,1,,13.38
A,H,2014-11-26T05:00:00Z,1,,11.84
A,H,2014-11-26T07:00:00Z,1,,10.81
A,H,2014-11-26T10:00:00Z,1,,12.87
A,H,2014-11-26T11:00:00Z,1,,14.93
A,H,2014-11-26T23:00:00Z,1,,13.38
A,H,2014-11-27T00:00:00Z,1,,15.44
A,H,2014-11-27T01:00:00Z,1,,11.84
A,H,2014-11-27T02:00:00Z,1,,15.96
A,H,2014-11-27T04:00:00Z,1,,10.81
A,H,2014-11-27T05:00:00Z,1,,11.84
A,H,2014-11-27T23:00:00Z,1,,11.84
A,H,2014-11-28T04:00:00Z,1,,11.33
A,H,2014-11-28T06:00:00Z,1,,11.33
A,H,2014-11-28T22:00:00Z,1,,13.9
A,H,2014-11-28T23:00:00Z,1,,15.44
A,H,2014-11-29T08:00:00Z,1,,16.47
A,H,2014-11-29T17:00:00Z,1,,11.33
A,H,2014-11-29T21:00:00Z,1,,15.96
A,H,2014-11-29T22:00:00Z,1,,16.99
A,H,2014-11-29T23:00:00Z,1,,15.96
A,H,2014-11-30T00:00:00Z,1,,13.9
A,H,2014-11-30T01:00:00Z,1,,15.44
A,H,2014-11-30T04:00:00Z,1,,12.87
A,H,2014-11-30T05:00:00Z,1,,14.41
A,H,2014-11-30T09:00:00Z,1,,12.36
A,H,2014-12-01T02:00:00Z,1,,13.9
A,H,2014-12-01T04:00:00Z,1,,11.33
A,H,2014-12-01T07:00:00Z,1,,10.81
A,H,2014-12-01T20:00:00Z,1,,10.81
A,H,2014-12-01T22:00:00Z,1,,9.78
A,H,2014-12-04T04:00:00Z,1,,10.81
A,H,2014-12-04T05:00:00Z,1,,12.36
A,H,2014-12-04T06:00:00Z,1,,10.3
A,H,2014-12-04T08:00:00Z,1,,9.78
A,H,2014-12-04T11:00:00Z,1,,10.3
A,H,2014-12-05T10:00:00Z,1,,13.9
A,H,2014-12-05T11:00:00Z,1,,13.9
A,H,2014-12-05T12:00:00Z,1,,11.33
A,H,2014-12-05T13:00:00Z,1,,10.3
A,H,2014-12-05T23:00:00Z,1,,11.33
A,H,2014-12-06T03:00:00Z,1,,9.27
A,H,2014-12-06T05:00:00Z,1,,12.36
A,H,2014-12-06T20:00:00Z,1,,15.96
A,H,2014-12-09T08:00:00Z,1,,10.3
A,H,2014-12-11T05:00:00Z,1,,11.84
A,H,2014-12-12T03:00:00Z,1,,12.36
A,H,2014-12-12T06:00:00Z,1,,11.84
A,H,2014-12-12T07:00:00Z,1,,14.41
A,H,2014-12-12T09:00:00Z,1,,14.93
A,H,2014-12-12T10:00:00Z,1,,15.44
A,H,2014-12-12T18:00:00Z,1,,11.33
A,H,2014-12-12T22:00:00Z,1,,9.27
A,H,2014-12-16T17:00:00Z,1,,10.81
A,H,2014-12-16T20:00:00Z,1,,17.5
A,H,2014-12-16T21:00:00Z,1,,12.36
A,H,2014-12-16T22:00:00Z,1,,11.33
A,H,2014-12-16T23:00:00Z,1,,12.36
A,H,2014-12-17T00:00:00Z,1,,10.3
A,H,2014-12-17T03:00:00Z,1,,15.96
A,H,2014-12-17T04:00:00Z,1,,18.02
A,H,2014-12-17T05:00:00Z,1,,13.9
A,H,2014-12-17T06:00:00Z,1,,13.9
A,H,2014-12-17T07:00:00Z,1,,9.78
A,H,2014-12-17T08:00:00Z,1,,13.9
A,H,2014-12-20T07:00:00Z,1,,7.72
A,H,2014-12-26T07:00:00Z,1,,15.96
A,H,2014-12-26T13:00:00Z,1,,8.75
A,H,2014-12-29T22:00:00Z,1,,16.99
A,H,2014-12-31T03:00:00Z,1,,13.38
A,H,2014-12-31T04:00:00Z,1,,14.41
A,H,2014-12-31T05:00:00Z,1,,9.78
A,H,2014-12-31T09:00:00Z,1,,11.33
A,H,2014-12-31T14:00:00Z,1,,14.93
A,H,2014-12-31T15:00:00Z,1,,13.9
A,H,2015-01-01T21:00:00Z,1,,15.44
A,H,2015-01-04T17:00:00Z,1,,9.78
A,H,2015-01-06T20:00:00Z,1,,10.81
A,H,2015-01-06T23:00:00Z,1,,15.96
A,H,2015-01-07T00:00:00Z,1,,13.38
A,H,2015-01-07T01:00:00Z,1,,14.93
A,H,2015-01-07T02:00:00Z,1,,13.38
A,H,2015-01-08T05:00:00Z,1,,15.44
A,H,2015-01-08T13:00:00Z,1,,10.3
A,H,2015-01-13T01:00:00Z,1,,9.27
A,H,2015-01-15T02:00:00Z,1,,14.93
A,H,2015-01-15T05:00:00Z,1,,13.9
A,H,2015-01-15T06:00:00Z,1,,14.41
A,H,2015-01-15T07:00:00Z,1,,13.38
A,H,2015-01-15T09:00:00Z,1,,10.81
A,H,2015-01-16T00:00:00Z,1,,14.41
A,H,2015-01-16T01:00:00Z,1,,15.96
A,H,2015-01-17T01:00:00Z,1,,16.99
A,H,2015-01-17T02:00:00Z,1,,16.99
A,H,2015-01-17T03:00:00Z,1,,14.41
A,H,2015-01-17T04:00:00Z,1,,13.38
A,H,2015-01-17T06:00:00Z,1,,10.81
A,H,2015-01-17T07:00:00Z,1,,13.38
A,H,2015-01-17T08:00:00Z,1,,12.36
A,H,2015-01-17T22:00:00Z,1,,12.36
A,H,2015-01-17T23:00:00Z,1,,13.38
A,H,2015-01-18T00:00:00Z,1,,13.38
A,H,2015-01-18T01:00:00Z,1,,14.93
A,H,2015-01-18T02:00:00Z,1,,14.93
A,H,2015-01-18T03:00:00Z,1,,13.38
A,H,2015-01-18T04:00:00Z,1,,13.9
A,H,2015-01-18T22:00:00Z,1,,11.84
A,H,2015-01-25T05:00:00Z,1,,11.33
A,H,2015-01-25T07:00:00Z,1,,14.93
A,H,2015-01-25T09:00:00Z,1,,13.38
A,H,2015-01-30T20:00:00Z,1,,11.33
A,H,2015-01-31T02:00:00Z,1,,13.38
A,H,2015-01-31T15:00:00Z,1,,8.24
A,H,2015-02-02T18:00:00Z,1,,9.78
A,H,2015-02-02T19:00:00Z,1,,13.38
A,H,2015-02-02T22:00:00Z,1,,18.02
A,H,2015-02-03T00:00:00Z,1,,11.84
A,H,2015-02-03T02:00:00Z,1,,12.36
A,H,2015-02-03T12:00:00Z,1,,9.27
A,H,2015-02-04T00:00:00Z,1,,15.44
A,H,2015-02-04T01:00:00Z,1,,17.5
A,H,2015-02-04T03:00:00Z,1,,20.08
A,H,2015-02-04T04:00:00Z,1,,15.44
A,H,2015-02-04T05:00:00Z,1,,13.9
A,H,2015-02-04T06:00:00Z,1,,12.36
A,H,2015-02-04T07:00:00Z,1,,12.87
A,H,2015-02-04T22:00:00Z,1,,14.41
A,H,2015-02-05T01:00:00Z,1,,12.36
A,H,2015-02-05T03:00:00Z,1,,11.33
A,H,2015-02-05T05:00:00Z,1,,13.9
A,H,2015-02-05T18:00:00Z,1,,15.96
A,H,2015-02-05T21:00:00Z,1,,14.41
A,H,2015-02-05T22:00:00Z,1,,11.84
A,H,2015-02-06T00:00:00Z,1,,14.93
A,H,2015-02-06T02:00:00Z,1,,18.02
A,H,2015-02-06T03:00:00Z,1,,12.36
A,H,2015-02-06T04:00:00Z,1,,14.41
A,H,2015-02-06T05:00:00Z,1,,15.96
A,H,2015-02-06T06:00:00Z,1,,15.96
A,H,2015-02-06T07:00:00Z,1,,15.96
A,H,2015-02-06T09:00:00Z,1,,14.41
A,H,2015-02-06T23:00:00Z,1,,12.87
A,H,2015-02-07T00:00:00Z,1,,12.36
A,H,2015-02-07T01:00:00Z,1,,13.9
A,H,2015-02-07T02:00:00Z,1,,16.47
A,H,2015-02-07T03:00:00Z,1,,14.93
A,H,2015-02-07T05:00:00Z,1,,13.9
A,H,2015-02-07T06:00:00Z,1,,12.36
A,H,2015-02-07T07:00:00Z,1,,13.38
A,H,2015-02-09T00:00:00Z,1,,13.9
A,H,2015-02-09T01:00:00Z,1,,20.08
A,H,2015-02-09T03:00:00Z,1,,13.9
A,H,2015-02-09T08:00:00Z,1,,10.81
A,H,2015-02-12T19:00:00Z,1,,12.87
A,H,2015-02-12T23:00:00Z,1,,10.81
A,H,2015-02-13T00:00:00Z,1,,13.38
A,H,2015-02-13T02:00:00Z,1,,10.81
A,H,2015-02-13T03:00:00Z,1,,11.84
A,H,2015-02-13T05:00:00Z,1,,11.84
A,H,2015-02-25T00:00:00Z,1,,14.41
A,H,2015-02-25T01:00:00Z,1,,14.93
A,H,2015-02-25T02:00:00Z,1,,14.93
A,H,2015-02-25T03:00:00Z,1,,14.41
A,H,2015-02-25T04:00:00Z,1,,13.38
A,H,2015-02-25T05:00:00Z,1,,12.36
A,H,2015-03-02T00:00:00Z,1,,11.84
A,H,2015-03-02T01:00:00Z,1,,11.84
A,H,2015-03-05T05:00:00Z,1,,8.24
A,H,2015-03-06T04:00:00Z,1,,13.38
A,H,2015-03-06T05:00:00Z,1,,12.87
A,H,2015-03-06T15:00:00Z,1,,11.33
A,H,2015-03-06T18:00:00Z,1,,11.33
A,H,2015-03-07T11:00:00Z,1,,12.87
A,H,2015-03-07T12:00:00Z,1,,11.33
A,H,2015-03-07T18:00:00Z,1,,12.36
A,H,2015-03-07T19:00:00Z,1,,11.84
A,H,2015-03-07T20:00:00Z,1,,13.9
A,H,2015-03-08T00:00:00Z,1,,10.3
A,H,2015-03-08T01:00:00Z,1,,11.84
A,H,2015-03-08T02:00:00Z,1,,12.36
A,H,2015-03-11T10:00:00Z,1,,10.3
A,H,2015-03-13T07:00:00Z,1,,9.27
A,H,2015-03-14T04:00:00Z,1,,11.33
A,H,2015-03-17T02:00:00Z,1,,10.81
A,H,2015-03-17T03:00:00Z,1,,10.81
A,H,2015-03-17T04:00:00Z,1,,10.81
A,H,2015-03-17T05:00:00Z,1,,10.3
A,H,2015-03-18T01:00:00Z,1,,10.3
A,H,2015-03-18T02:00:00Z,1,,10.81
A,H,2015-03-18T07:00:00Z,1,,8.75
A,H,2015-03-20T10:00:00Z,1,,12.87
A,H,2015-03-27T22:00:00Z,1,,11.33
A,H,2015-03-29T16:00:00Z,1,,12.87
A,H,2015-03-29T18:00:00Z,1,,11.84
A,H,2015-03-29T23:00:00Z,1,,11.84
A,H,2015-03-30T00:00:00Z,1,,11.84
A,H,2015-03-31T02:00:00Z,1,,11.84
A,H,2015-03-31T04:00:00Z,1,,12.87
A,H,2015-04-04T07:00:00Z,1,,11.33
A,H,2015-04-06T01:00:00Z,1,,12.36
A,H,2015-04-06T09:00:00Z,1,,12.87
A,H,2015-04-06T10:00:00Z,1,,14.41
A,H,2015-04-06T13:00:00Z,1,,8.24
A,H,2015-04-06T14:00:00Z,1,,11.84
A,H,2015-04-06T16:00:00Z,1,,9.27
A,H,2015-04-08T06:00:00Z,1,,12.36
A,H,2015-04-08T08:00:00Z,1,,10.81
A,H,2015-04-08T10:00:00Z,1,,9.78
A,H,2015-04-09T23:00:00Z,1,,10.3
A,H,2015-04-10T01:00:00Z,1,,10.3
A,H,2015-04-10T08:00:00Z,1,,9.78
A,H,2015-04-12T16:00:00Z,1,,11.84
A,H,2015-04-12T23:00:00Z,1,,12.87
A,H,2015-04-13T03:00:00Z,1,,17.5
A,H,2015-04-13T09:00:00Z,1,,9.27
A,H,2015-04-13T10:00:00Z,1,,10.81
A,H,2015-04-13T11:00:00Z,1,,10.3
A,H,2015-04-13T21:00:00Z,1,,9.78
A,H,2015-04-13T23:00:00Z,1,,13.38
A,H,2015-04-14T00:00:00Z,1,,16.47
A,H,2015-04-14T03:00:00Z,1,,12.87
A,H,2015-04-14T05:00:00Z,1,,12.36
A,H,2015-04-14T07:00:00Z,1,,15.96
A,H,2015-04-14T08:00:00Z,1,,15.44
A,H,2015-04-14T10:00:00Z,1,,15.96
A,H,2015-04-14T11:00:00Z,1,,11.84
A,H,2015-04-14T12:00:00Z,1,,12.87
A,H,2015-04-14T13:00:00Z,1,,16.47
A,H,2015-04-14T14:00:00Z,1,,16.47
A,H,2015-04-14T15:00:00Z,1,,13.9
A,H,2015-04-14T19:00:00Z,1,,13.38
A,H,2015-04-14T20:00:00Z,1,,12.87
A,H,2015-04-14T21:00:00Z,1,,13.38
A,H,2015-04-15T00:00:00Z,1,,15.96
A,H,2015-04-15T01:00:00Z,1,,12.36
A,H,2015-04-15T02:00:00Z,1,,13.9
A,H,2015-04-15T03:00:00Z,1,,12.36
A,H,2015-04-15T04:00:00Z,1,,12.87
A,H,2015-04-18T13:00:00Z,1,,12.36
A,H,2015-04-18T14:00:00Z,1,,14.41
A,H,2015-04-24T10:00:00Z,1,,15.44
A,H,2015-04-27T22:00:00Z,1,,13.9
A,H,2015-04-27T23:00:00Z,1,,12.87
A,H,2015-04-28T00:00:00Z,1,,12.36
A,H,2015-04-28T01:00:00Z,1,,12.87
A,H,2015-04-28T02:00:00Z,1,,12.36
A,H,2015-04-28T22:00:00Z,1,,10.3
A,H,2015-04-28T23:00:00Z,1,,16.99
A,H,2015-04-29T00:00:00Z,1,,14.93
A,H,2015-04-29T01:00:00Z,1,,17.5
A,H,2015-04-29T02:00:00Z,1,,15.44
A,H,2015-04-29T04:00:00Z,1,,18.02
A,H,2015-04-29T05:00:00Z,1,,13.9
A,H,2015-04-29T07:00:00Z,1,,15.44
A,H,2015-04-29T08:00:00Z,1,,16.99
A,H,2015-04-29T09:00:00Z,1,,15.96
A,H,2015-04-29T10:00:00Z,1,,15.96
A,H,2015-04-29T11:00:00Z,1,,14.93
A,H,2015-04-29T13:00:00Z,1,,15.44
A,H,2015-04-29T14:00:00Z,1,,14.93
A,H,2015-04-29T18:00:00Z,1,,11.84
A,H,2015-04-29T19:00:00Z,1,,14.93
A,H,2015-04-29T20:00:00Z,1,,14.93
A,H,2015-04-29T23:00:00Z,1,,13.38
A,H,2015-04-30T00:00:00Z,1,,13.9
A,H,2015-04-30T07:00:00Z,1,,15.44
A,H,2015-04-30T09:00:00Z,1,,13.9
A,H,2015-04-30T11:00:00Z,1,,12.87
A,H,2015-04-30T12:00:00Z,1,,11.33
A,H,2015-04-30T23:00:00Z,1,,14.93
A,H,2015-05-01T00:00:00Z,1,,12.36
A,H,2015-05-07T03:00:00Z,1,,10.81
A,H,2015-05-07T04:00:00Z,1,,10.81
A,H,2015-05-08T00:00:00Z,1,,10.3
A,H,2015-05-08T02:00:00Z,1,,12.36
A,H,2015-05-08T03:00:00Z,1,,11.33
A,H,2015-05-08T04:00:00Z,1,,10.3
A,H,2015-05-09T03:00:00Z,1,,14.93
A,H,2015-05-09T04:00:00Z,1,,10.3
A,H,2015-05-10T03:00:00Z,1,,12.87
A,H,2015-05-11T22:00:00Z,1,,12.87
A,H,2015-05-12T15:00:00Z,1,,8.75
A,H,2015-05-12T19:00:00Z,1,,12.87
A,H,2015-05-13T01:00:00Z,1,,12.87
A,H,2015-05-13T02:00:00Z,1,,12.36
A,H,2015-05-13T03:00:00Z,1,,11.33
A,H,2015-05-13T06:00:00Z,1,,12.87
A,H,2015-05-13T12:00:00Z,1,,10.81
A,H,2015-05-13T13:00:00Z,1,,14.93
A,H,2015-05-13T14:00:00Z,1,,13.38
A,H,2015-05-15T02:00:00Z,1,,10.3
A,H,2015-05-15T04:00:00Z,1,,12.36
A,H,2015-05-15T12:00:00Z,1,,12.36
A,H,2015-05-15T14:00:00Z,1,,12.36
A,H,2015-05-15T15:00:00Z,1,,12.87
A,H,2015-05-16T02:00:00Z,1,,13.38
A,H,2015-05-16T05:00:00Z,1,,13.38
A,H,2015-05-16T07:00:00Z,1,,13.38
A,H,2015-05-18T00:00:00Z,1,,13.9
A,H,2015-05-18T01:00:00Z,1,,14.93
A,H,2015-05-18T02:00:00Z,1,,12.87
A,H,2015-05-18T03:00:00Z,1,,11.84
A,H,2015-05-18T05:00:00Z,1,,13.38
A,H,2015-05-18T07:00:00Z,1,,13.38
A,H,2015-05-18T08:00:00Z,1,,16.47
A,H,2015-05-18T09:00:00Z,1,,15.44
A,H,2015-05-18T10:00:00Z,1,,14.93
A,H,2015-05-18T11:00:00Z,1,,12.87
A,H,2015-05-18T12:00:00Z,1,,11.33
A,H,2015-05-20T10:00:00Z,1,,13.38
A,H,2015-05-21T06:00:00Z,1,,12.87
A,H,2015-05-21T07:00:00Z,1,,14.93
A,H,2015-05-21T08:00:00Z,1,,15.44
A,H,2015-05-21T09:00:00Z,1,,16.99
A,H,2015-05-21T10:00:00Z,1,,16.99
A,H,2015-05-21T11:00:00Z,1,,14.93
A,H,2015-05-21T15:00:00Z,1,,13.38
A,H,2015-05-21T17:00:00Z,1,,12.87
A,H,2015-05-23T03:00:00Z,1,,10.81
A,H,2015-05-23T18:00:00Z,1,,9.78
A,H,2015-05-23T20:00:00Z,1,,12.87
A,H,2015-05-23T22:00:00Z,1,,15.44
A,H,2015-05-23T23:00:00Z,1,,14.93
A,H,2015-05-24T00:00:00Z,1,,15.96
A,H,2015-05-24T01:00:00Z,1,,14.41
A,H,2015-05-24T02:00:00Z,1,,18.02
A,H,2015-05-24T03:00:00Z,1,,13.38
A,H,2015-05-24T04:00:00Z,1,,18.02
A,H,2015-05-24T05:00:00Z,1,,13.38
A,H,2015-05-24T08:00:00Z,1,,15.96
A,H,2015-05-24T09:00:00Z,1,,15.44
A,H,2015-05-24T10:00:00Z,1,,13.38
A,H,2015-05-24T11:00:00Z,1,,16.47
A,H,2015-05-24T12:00:00Z,1,,13.9
A,H,2015-05-24T14:00:00Z,1,,15.96
A,H,2015-05-24T15:00:00Z,1,,16.47
A,H,2015-05-24T16:00:00Z,1,,16.99
A,H,2015-05-24T17:00:00Z,1,,15.96
A,H,2015-05-24T18:00:00Z,1,,16.47
A,H,2015-05-24T19:00:00Z,1,,13.38
A,H,2015-05-24T21:00:00Z,1,,13.38
A,H,2015-05-24T22:00:00Z,1,,13.38
A,H,2015-05-25T00:00:00Z,1,,14.93
A,H,2015-05-25T01:00:00Z,1,,14.93
A,H,2015-05-25T03:00:00Z,1,,13.38
A,H,2015-05-25T04:00:00Z,1,,14.93
A,H,2015-05-25T05:00:00Z,1,,16.47
A,H,2015-05-25T06:00:00Z,1,,15.44
A,H,2015-05-25T07:00:00Z,1,,16.47
A,H,2015-05-25T08:00:00Z,1,,15.44
A,H,2015-05-25T10:00:00Z,1,,17.5
A,H,2015-05-25T11:00:00Z,1,,20.08
A,H,2015-05-25T12:00:00Z,1,,16.47
A,H,2015-05-25T13:00:00Z,1,,15.44
A,H,2015-05-25T14:00:00Z,1,,14.41
A,H,2015-05-25T15:00:00Z,1,,15.44
A,H,2015-05-25T17:00:00Z,1,,15.96
A,H,2015-05-25T18:00:00Z,1,,16.99
A,H,2015-05-25T19:00:00Z,1,,17.5
A,H,2015-05-25T20:00:00Z,1,,15.96
A,H,2015-05-25T22:00:00Z,1,,15.96
A,H,2015-05-26T02:00:00Z,1,,12.87
A,H,2015-05-26T05:00:00Z,1,,13.9
A,H,2015-05-26T07:00:00Z,1,,12.36
A,H,2015-06-02T19:00:00Z,1,,11.33
A,H,2015-06-02T20:00:00Z,1,,13.38
A,H,2015-06-03T04:00:00Z,1,,13.9
A,H,2015-06-03T06:00:00Z,1,,12.36
A,H,2015-06-03T09:00:00Z,1,,12.36
A,H,2015-06-03T10:00:00Z,1,,12.36
A,H,2015-06-03T11:00:00Z,1,,11.33
A,H,2015-06-03T12:00:00Z,1,,11.33
A,H,2015-06-03T13:00:00Z,1,,14.93
A,H,2015-06-03T14:00:00Z,1,,11.84
A,H,2015-06-03T15:00:00Z,1,,14.41
A,H,2015-06-03T16:00:00Z,1,,11.33
A,H,2015-06-03T17:00:00Z,1,,13.38
A,H,2015-06-04T02:00:00Z,1,,13.9
A,H,2015-06-08T04:00:00Z,1,,10.81
A,H,2015-06-09T01:00:00Z,1,,9.27
A,H,2015-06-09T05:00:00Z,1,,15.96
A,H,2015-06-09T08:00:00Z,1,,9.78
A,H,2015-06-10T00:00:00Z,1,,14.41
A,H,2015-06-12T00:00:00Z,1,,14.41
A,H,2015-06-12T01:00:00Z,1,,16.47
A,H,2015-06-12T03:00:00Z,1,,15.44
A,H,2015-06-12T04:00:00Z,1,,17.5
A,H,2015-06-12T05:00:00Z,1,,20.08
A,H,2015-06-12T06:00:00Z,1,,14.41
A,H,2015-06-12T07:00:00Z,1,,16.99
A,H,2015-06-12T08:00:00Z,1,,16.99
A,H,2015-06-12T09:00:00Z,1,,14.93
A,H,2015-06-12T10:00:00Z,1,,15.96
A,H,2015-06-12T13:00:00Z,1,,14.41
A,H,2015-06-12T14:00:00Z,1,,13.9
A,H,2015-06-12T19:00:00Z,1,,16.99
A,H,2015-06-12T21:00:00Z,1,,12.87
A,H,2015-06-12T22:00:00Z,1,,13.9
A,H,2015-06-13T01:00:00Z,1,,13.38
A,H,2015-06-13T02:00:00Z,1,,12.87
A,H,2015-06-13T04:00:00Z,1,,22.65
A,H,2015-06-13T05:00:00Z,1,,16.99
A,H,2015-06-13T06:00:00Z,1,,16.47
A,H,2015-06-13T07:00:00Z,1,,17.5
