Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
M,H,2004-06-05T13:00:00Z,0.17,,13.38
M,H,2004-06-05T14:00:00Z,0.17,,16.99
M,H,2004-06-05T16:00:00Z,0.17,,13.38
M,H,2004-06-05T17:00:00Z,0.17,,13.9
M,H,2004-06-05T20:00:00Z,0.17,,12.35
M,H,2004-06-05T22:00:00Z,0.17,,14.93
M,H,2004-06-07T02:00:00Z,0.17,,15.96
M,H,2004-06-21T03:00:00Z,0.17,,12.35
M,H,2004-06-21T22:00:00Z,0.17,,15.44
M,H,2004-06-21T23:00:00Z,0.17,,13.38
M,H,2004-06-22T01:00:00Z,0.17,,14.41
M,H,2004-06-22T03:00:00Z,0.17,,14.93
M,H,2004-06-22T04:00:00Z,0.17,,13.38
M,H,2004-06-26T21:00:00Z,0.17,,8.24
M,H,2004-07-02T23:00:00Z,0.17,,14.93
M,H,2004-07-03T00:00:00Z,0.17,,18.02
M,H,2004-07-03T01:00:00Z,0.17,,17.5
M,H,2004-07-03T02:00:00Z,0.17,,21.11
M,H,2004-07-03T03:00:00Z,0.17,,18.02
M,H,2004-07-03T04:00:00Z,0.17,,17.5
M,H,2004-07-03T07:00:00Z,0.17,,17.5
M,H,2004-07-03T09:00:00Z,0.17,,16.99
M,H,2004-07-07T01:00:00Z,0.17,,11.32
M,H,2004-07-11T16:00:00Z,0.17,,12.35
M,H,2004-07-26T21:00:00Z,0.17,,16.99
M,H,2004-07-27T00:00:00Z,0.17,,12.35
M,H,2004-07-27T02:00:00Z,0.17,,12.87
M,H,2004-07-27T04:00:00Z,0.17,,19.05
M,H,2004-07-27T08:00:00Z,0.17,,11.84
M,H,2004-07-29T00:00:00Z,0.17,,12.35
M,H,2004-07-29T02:00:00Z,0.17,,11.84
M,H,2004-08-03T01:00:00Z,0.17,,12.87
M,H,2004-08-03T02:00:00Z,0.17,,12.87
M,H,2004-08-03T05:00:00Z,0.17,,13.38
M,H,2004-08-03T09:00:00Z,0.17,,13.9
M,H,2004-08-03T10:00:00Z,0.17,,14.41
M,H,2004-08-03T11:00:00Z,0.17,,14.41
M,H,2004-08-03T12:00:00Z,0.17,,17.5
M,H,2004-08-03T13:00:00Z,0.17,,14.93
M,H,2004-08-03T14:00:00Z,0.17,,16.47
M,H,2004-08-03T15:00:00Z,0.17,,17.5
M,H,2004-08-03T16:00:00Z,0.17,,19.05
M,H,2004-08-03T17:00:00Z,0.17,,18.02
M,H,2004-08-03T18:00:00Z,0.17,,18.02
M,H,2004-08-03T19:00:00Z,0.17,,16.47
M,H,2004-08-03T22:00:00Z,0.17,,13.9
M,H,2004-08-03T23:00:00Z,0.17,,16.99
M,H,2004-08-04T00:00:00Z,0.17,,15.44
M,H,2004-08-04T02:00:00Z,0.17,,16.99
M,H,2004-08-04T04:00:00Z,0.17,,17.5
M,H,2004-08-04T05:00:00Z,0.17,,16.47
M,H,2004-08-04T08:00:00Z,0.17,,15.96
M,H,2004-08-04T11:00:00Z,0.17,,10.81
M,H,2004-08-08T14:00:00Z,0.17,,14.41
M,H,2004-08-08T19:00:00Z,0.17,,12.35
M,H,2004-08-08T20:00:00Z,0.17,,14.93
M,H,2004-08-09T12:00:00Z,0.17,,11.32
M,H,2004-08-10T03:00:00Z,0.17,,13.9
M,H,2004-08-11T01:00:00Z,0.17,,13.38
M,H,2004-08-11T16:00:00Z,0.17,,13.9
M,H,2004-08-12T02:00:00Z,0.17,,11.32
M,H,2004-08-21T20:00:00Z,0.17,,13.38
M,H,2004-08-22T02:00:00Z,0.17,,12.35
M,H,2004-08-22T09:00:00Z,0.17,,15.96
M,H,2004-08-22T12:00:00Z,0.17,,15.96
M,H,2004-08-22T14:00:00Z,0.17,,16.99
M,H,2004-08-22T15:00:00Z,0.17,,17.5
M,H,2004-08-22T17:00:00Z,0.17,,11.84
M,H,2004-08-23T04:00:00Z,0.17,,9.78
M,H,2004-08-26T16:00:00Z,0.17,,13.38
M,H,2004-08-26T20:00:00Z,0.17,,13.9
M,H,2004-08-26T23:00:00Z,0.17,,15.96
M,H,2004-08-27T00:00:00Z,0.17,,13.38
M,H,2004-08-27T01:00:00Z,0.17,,10.3
M,H,2004-08-30T10:00:00Z,0.17,,11.32
M,H,2004-08-30T18:00:00Z,0.17,,11.32
M,H,2004-08-31T15:00:00Z,0.17,,12.87
M,H,2004-09-02T02:00:00Z,0.17,,10.81
M,H,2004-09-05T00:00:00Z,0.17,,14.41
M,H,2004-09-05T02:00:00Z,0.17,,11.84
M,H,2004-09-05T04:00:00Z,0.17,,14.93
M,H,2004-09-13T14:00:00Z,0.17,,14.41
M,H,2004-09-14T00:00:00Z,0.17,,12.87
M,H,2004-09-15T23:00:00Z,0.17,,9.27
M,H,2004-09-16T01:00:00Z,0.17,,16.99
M,H,2004-09-18T01:00:00Z,0.17,,13.38
M,H,2004-09-18T02:00:00Z,0.17,,20.59
M,H,2004-09-18T04:00:00Z,0.17,,18.02
M,H,2004-09-18T06:00:00Z,0.17,,17.5
M,H,2004-09-18T07:00:00Z,0.17,,12.87
M,H,2004-09-18T09:00:00Z,0.17,,12.35
M,H,2004-09-18T13:00:00Z,0.17,,12.87
M,H,2004-09-18T20:00:00Z,0.17,,15.44
M,H,2004-09-18T23:00:00Z,0.17,,13.9
M,H,2004-09-19T01:00:00Z,0.17,,14.93
M,H,2004-09-19T02:00:00Z,0.17,,13.9
M,H,2004-09-19T10:00:00Z,0.17,,16.99
M,H,2004-09-19T11:00:00Z,0.17,,15.44
M,H,2004-09-19T12:00:00Z,0.17,,19.05
M,H,2004-09-19T13:00:00Z,0.17,,20.08
M,H,2004-09-19T15:00:00Z,0.17,,18.02
M,H,2004-09-19T16:00:00Z,0.17,,16.99
M,H,2004-09-19T17:00:00Z,0.17,,17.5
M,H,2004-09-19T18:00:00Z,0.17,,16.99
M,H,2004-09-19T21:00:00Z,0.17,,15.96
M,H,2004-09-19T22:00:00Z,0.17,,20.59
M,H,2004-09-19T23:00:00Z,0.17,,17.5
M,H,2004-09-20T00:00:00Z,0.17,,18.02
M,H,2004-09-20T01:00:00Z,0.17,,21.11
M,H,2004-09-20T02:00:00Z,0.17,,21.11
M,H,2004-09-20T03:00:00Z,0.17,,17.5
M,H,2004-09-20T04:00:00Z,0.17,,18.02
M,H,2004-09-20T05:00:00Z,0.17,,17.5
M,H,2004-09-20T06:00:00Z,0.17,,15.96
M,H,2004-09-20T07:00:00Z,0.17,,12.87
M,H,2004-09-20T08:00:00Z,0.17,,13.9
M,H,2004-09-20T11:00:00Z,0.17,,15.96
M,H,2004-09-20T14:00:00Z,0.17,,14.93
M,H,2004-09-20T15:00:00Z,0.17,,14.41
M,H,2004-09-21T08:00:00Z,0.17,,13.9
M,H,2004-09-21T15:00:00Z,0.17,,13.9
M,H,2004-09-21T16:00:00Z,0.17,,14.93
M,H,2004-09-21T17:00:00Z,0.17,,18.53
M,H,2004-09-21T18:00:00Z,0.17,,16.47
M,H,2004-09-21T19:00:00Z,0.17,,18.53
M,H,2004-09-21T20:00:00Z,0.17,,17.5
M,H,2004-09-21T21:00:00Z,0.17,,19.56
M,H,2004-09-21T22:00:00Z,0.17,,22.65
M,H,2004-09-21T23:00:00Z,0.17,,25.74
M,H,2004-09-22T00:00:00Z,0.17,,24.19
M,H,2004-09-22T01:00:00Z,0.17,,22.14
M,H,2004-09-22T02:00:00Z,0.17,,20.59
M,H,2004-09-22T03:00:00Z,0.17,,18.53
M,H,2004-09-22T04:00:00Z,0.17,,15.96
M,H,2004-09-22T05:00:00Z,0.17,,17.5
M,H,2004-09-22T06:00:00Z,0.17,,20.08
M,H,2004-09-22T07:00:00Z,0.17,,13.9
M,H,2004-09-26T23:00:00Z,0.17,,11.32
M,H,2004-09-29T19:00:00Z,0.17,,12.87
M,H,2004-09-30T21:00:00Z,0.17,,13.38
M,H,2004-10-01T00:00:00Z,0.17,,16.99
M,H,2004-10-01T13:00:00Z,0.17,,13.9
M,H,2004-10-01T16:00:00Z,0.17,,13.38
M,H,2004-10-01T23:00:00Z,0.17,,12.35
M,H,2004-10-02T02:00:00Z,0.17,,11.32
M,H,2004-10-03T22:00:00Z,0.17,,10.81
M,H,2004-10-04T17:00:00Z,0.17,,17.5
M,H,2004-10-05T02:00:00Z,0.17,,15.96
M,H,2004-10-05T03:00:00Z,0.17,,14.41
M,H,2004-10-10T00:00:00Z,0.17,,10.3
M,H,2004-10-10T01:00:00Z,0.17,,10.81
M,H,2004-10-10T07:00:00Z,0.17,,13.38
M,H,2004-10-10T08:00:00Z,0.17,,16.47
M,H,2004-10-10T09:00:00Z,0.17,,20.08
M,H,2004-10-10T10:00:00Z,0.17,,18.02
M,H,2004-10-10T12:00:00Z,0.17,,14.41
M,H,2004-10-10T13:00:00Z,0.17,,18.02
M,H,2004-10-11T17:00:00Z,0.17,,14.41
M,H,2004-10-12T16:00:00Z,0.17,,10.81
M,H,2004-10-12T23:00:00Z,0.17,,15.96
M,H,2004-10-13T00:00:00Z,0.17,,16.99
M,H,2004-10-13T01:00:00Z,0.17,,22.14
M,H,2004-10-13T02:00:00Z,0.17,,18.53
M,H,2004-10-13T03:00:00Z,0.17,,11.32
M,H,2004-10-13T04:00:00Z,0.17,,14.93
M,H,2004-10-13T21:00:00Z,0.17,,15.44
M,H,2004-10-13T22:00:00Z,0.17,,19.56
M,H,2004-10-13T23:00:00Z,0.17,,18.53
M,H,2004-10-14T00:00:00Z,0.17,,20.08
M,H,2004-10-14T01:00:00Z,0.17,,21.62
M,H,2004-10-14T02:00:00Z,0.17,,18.02
M,H,2004-10-20T22:00:00Z,0.17,,12.87
M,H,2004-10-20T23:00:00Z,0.17,,16.99
M,H,2004-10-21T00:00:00Z,0.17,,14.93
M,H,2004-10-21T05:00:00Z,0.17,,12.87
M,H,2004-10-21T06:00:00Z,0.17,,12.35
M,H,2004-10-24T05:00:00Z,0.17,,13.9
M,H,2004-10-24T07:00:00Z,0.17,,14.41
M,H,2004-10-24T08:00:00Z,0.17,,13.9
M,H,2004-10-25T03:00:00Z,0.17,,15.44
M,H,2004-10-25T04:00:00Z,0.17,,14.41
M,H,2004-10-29T22:00:00Z,0.17,,15.96
M,H,2004-10-29T23:00:00Z,0.17,,12.35
M,H,2004-10-30T00:00:00Z,0.17,,14.93
M,H,2004-10-30T02:00:00Z,0.17,,14.41
M,H,2004-10-31T03:00:00Z,0.17,,12.87
M,H,2004-11-04T07:00:00Z,0.17,,11.84
M,H,2004-11-04T21:00:00Z,0.17,,9.27
M,H,2004-11-06T05:00:00Z,0.17,,17.5
M,H,2004-11-10T00:00:00Z,0.17,,11.84
M,H,2004-11-10T05:00:00Z,0.17,,12.35
M,H,2004-11-12T22:00:00Z,0.17,,11.32
M,H,2004-11-13T04:00:00Z,0.17,,12.87
M,H,2004-11-13T06:00:00Z,0.17,,15.44
M,H,2004-11-14T06:00:00Z,0.17,,13.9
M,H,2004-11-17T01:00:00Z,0.17,,11.32
M,H,2004-11-19T03:00:00Z,0.17,,10.81
M,H,2004-11-19T18:00:00Z,0.17,,11.32
M,H,2004-11-24T00:00:00Z,0.17,,11.32
M,H,2004-11-24T01:00:00Z,0.17,,13.38
M,H,2004-11-24T03:00:00Z,0.17,,11.84
M,H,2004-11-24T04:00:00Z,0.17,,11.32
M,H,2004-11-24T05:00:00Z,0.17,,10.3
M,H,2004-11-25T03:00:00Z,0.17,,9.78
M,H,2004-11-25T04:00:00Z,0.17,,12.35
M,H,2004-11-25T05:00:00Z,0.17,,13.9
M,H,2004-11-25T06:00:00Z,0.17,,13.9
M,H,2004-11-25T07:00:00Z,0.17,,19.56
M,H,2004-11-25T16:00:00Z,0.17,,13.9
M,H,2004-11-25T19:00:00Z,0.17,,15.96
M,H,2004-11-25T21:00:00Z,0.17,,15.44
M,H,2004-11-26T00:00:00Z,0.17,,9.78
M,H,2004-11-26T01:00:00Z,0.17,,11.84
M,H,2004-11-26T02:00:00Z,0.17,,12.87
M,H,2004-11-26T03:00:00Z,0.17,,14.41
M,H,2004-11-26T20:00:00Z,0.17,,14.93
M,H,2004-11-27T00:00:00Z,0.17,,16.47
M,H,2004-11-27T02:00:00Z,0.17,,11.32
M,H,2004-11-27T03:00:00Z,0.17,,11.84
M,H,2004-11-27T05:00:00Z,0.17,,12.87
M,H,2004-11-27T06:00:00Z,0.17,,14.93
M,H,2004-11-29T05:00:00Z,0.17,,15.44
M,H,2004-11-29T23:00:00Z,0.17,,16.99
M,H,2004-11-30T00:00:00Z,0.17,,14.93
M,H,2004-12-02T02:00:00Z,0.17,,13.9
M,H,2004-12-02T03:00:00Z,0.17,,18.02
M,H,2004-12-02T05:00:00Z,0.17,,15.44
M,H,2004-12-02T06:00:00Z,0.17,,18.53
M,H,2004-12-02T07:00:00Z,0.17,,14.93
M,H,2004-12-02T08:00:00Z,0.17,,18.02
M,H,2004-12-02T09:00:00Z,0.17,,14.41
M,H,2004-12-02T19:00:00Z,0.17,,21.11
M,H,2004-12-02T20:00:00Z,0.17,,22.14
M,H,2004-12-02T21:00:00Z,0.17,,22.65
M,H,2004-12-02T22:00:00Z,0.17,,23.16
M,H,2004-12-02T23:00:00Z,0.17,,21.11
M,H,2004-12-03T00:00:00Z,0.17,,26.25
M,H,2004-12-03T01:00:00Z,0.17,,22.65
M,H,2004-12-03T02:00:00Z,0.17,,24.19
M,H,2004-12-03T03:00:00Z,0.17,,21.62
M,H,2004-12-03T04:00:00Z,0.17,,18.02
M,H,2004-12-03T05:00:00Z,0.17,,15.96
M,H,2004-12-05T21:00:00Z,0.17,,12.87
M,H,2004-12-06T23:00:00Z,0.17,,12.87
M,H,2004-12-08T12:00:00Z,0.17,,16.47
M,H,2004-12-08T13:00:00Z,0.17,,13.9
M,H,2004-12-08T20:00:00Z,0.17,,14.41
M,H,2004-12-08T21:00:00Z,0.17,,14.93
M,H,2004-12-08T22:00:00Z,0.17,,14.41
M,H,2004-12-08T23:00:00Z,0.17,,13.9
M,H,2004-12-09T01:00:00Z,0.17,,17.5
M,H,2004-12-09T02:00:00Z,0.17,,19.56
M,H,2004-12-09T11:00:00Z,0.17,,16.47
M,H,2004-12-09T12:00:00Z,0.17,,13.9
M,H,2004-12-09T15:00:00Z,0.17,,10.81
M,H,2004-12-09T16:00:00Z,0.17,,12.87
M,H,2004-12-09T17:00:00Z,0.17,,16.47
M,H,2004-12-09T18:00:00Z,0.17,,16.47
M,H,2004-12-09T21:00:00Z,0.17,,18.02
M,H,2004-12-09T22:00:00Z,0.17,,13.9
M,H,2004-12-09T23:00:00Z,0.17,,18.53
M,H,2004-12-10T00:00:00Z,0.17,,20.08
M,H,2004-12-10T01:00:00Z,0.17,,13.9
M,H,2004-12-10T03:00:00Z,0.17,,17.5
M,H,2004-12-10T04:00:00Z,0.17,,16.99
M,H,2004-12-10T05:00:00Z,0.17,,14.93
M,H,2004-12-10T07:00:00Z,0.17,,13.9
M,H,2004-12-10T08:00:00Z,0.17,,12.87
M,H,2004-12-10T11:00:00Z,0.17,,14.93
M,H,2004-12-10T14:00:00Z,0.17,,14.93
M,H,2004-12-10T16:00:00Z,0.17,,12.87
M,H,2004-12-10T17:00:00Z,0.17,,14.41
M,H,2004-12-10T22:00:00Z,0.17,,14.93
M,H,2004-12-11T00:00:00Z,0.17,,12.35
M,H,2004-12-11T01:00:00Z,0.17,,11.84
M,H,2004-12-11T03:00:00Z,0.17,,11.84
M,H,2004-12-11T05:00:00Z,0.17,,17.5
M,H,2004-12-11T07:00:00Z,0.17,,13.38
M,H,2004-12-11T08:00:00Z,0.17,,14.41
M,H,2004-12-11T11:00:00Z,0.17,,14.41
M,H,2004-12-11T21:00:00Z,0.17,,15.96
M,H,2004-12-11T22:00:00Z,0.17,,12.35
M,H,2004-12-12T05:00:00Z,0.17,,11.84
M,H,2004-12-13T09:00:00Z,0.17,,15.96
M,H,2004-12-13T11:00:00Z,0.17,,15.44
M,H,2004-12-15T18:00:00Z,0.17,,10.3
M,H,2004-12-17T03:00:00Z,0.17,,10.3
M,H,2004-12-17T20:00:00Z,0.17,,12.87
M,H,2004-12-17T23:00:00Z,0.17,,14.93
M,H,2004-12-18T00:00:00Z,0.17,,11.32
M,H,2004-12-18T02:00:00Z,0.17,,14.93
M,H,2004-12-18T06:00:00Z,0.17,,15.44
M,H,2004-12-19T02:00:00Z,0.17,,11.84
M,H,2004-12-19T04:00:00Z,0.17,,13.38
M,H,2004-12-19T05:00:00Z,0.17,,11.84
M,H,2004-12-19T06:00:00Z,0.17,,10.81
M,H,2004-12-19T07:00:00Z,0.17,,11.32
M,H,2004-12-22T05:00:00Z,0.17,,10.3
M,H,2004-12-23T05:00:00Z,0.17,,10.3
M,H,2004-12-23T23:00:00Z,0.17,,9.78
M,H,2004-12-26T01:00:00Z,0.17,,12.87
M,H,2004-12-26T21:00:00Z,0.17,,15.44
M,H,2004-12-26T22:00:00Z,0.17,,14.41
M,H,2004-12-27T16:00:00Z,0.17,,14.41
M,H,2004-12-27T17:00:00Z,0.17,,13.9
M,H,2004-12-27T18:00:00Z,0.17,,14.93
M,H,2004-12-27T19:00:00Z,0.17,,15.44
M,H,2004-12-27T20:00:00Z,0.17,,18.02
M,H,2004-12-27T21:00:00Z,0.17,,16.99
M,H,2004-12-28T01:00:00Z,0.17,,19.05
M,H,2004-12-28T02:00:00Z,0.17,,19.05
M,H,2005-02-07T05:00:00Z,0.17,,10.81
M,H,2005-02-08T06:00:00Z,0.17,,13.38
M,H,2005-02-11T21:00:00Z,0.17,,10.81
M,H,2005-02-12T01:00:00Z,0.17,,12.87
M,H,2005-02-15T17:00:00Z,0.17,,10.81
M,H,2005-02-17T05:00:00Z,0.17,,14.41
M,H,2005-02-17T22:00:00Z,0.17,,14.93
M,H,2005-02-17T23:00:00Z,0.17,,19.56
M,H,2005-02-18T00:00:00Z,0.17,,14.93
M,H,2005-02-18T03:00:00Z,0.17,,11.84
M,H,2005-02-25T23:00:00Z,0.17,,14.41
M,H,2005-02-26T07:00:00Z,0.17,,14.93
M,H,2005-02-27T14:00:00Z,0.17,,14.41
M,H,2005-02-27T20:00:00Z,0.17,,12.35
M,H,2005-02-28T00:00:00Z,0.17,,13.38
M,H,2005-02-28T01:00:00Z,0.17,,14.93
M,H,2005-02-28T02:00:00Z,0.17,,13.9
M,H,2005-02-28T06:00:00Z,0.17,,11.84
M,H,2005-02-28T07:00:00Z,0.17,,12.35
M,H,2005-03-02T06:00:00Z,0.17,,11.32
M,H,2005-03-02T09:00:00Z,0.17,,14.41
M,H,2005-03-09T22:00:00Z,0.17,,11.32
M,H,2005-03-09T23:00:00Z,0.17,,13.38
M,H,2005-03-10T00:00:00Z,0.17,,16.99
M,H,2005-03-10T01:00:00Z,0.17,,16.47
M,H,2005-03-10T03:00:00Z,0.17,,13.38
M,H,2005-03-10T10:00:00Z,0.17,,12.35
M,H,2005-03-19T08:00:00Z,0.17,,10.3
M,H,2005-03-19T12:00:00Z,0.17,,14.41
M,H,2005-03-25T10:00:00Z,0.17,,9.27
M,H,2005-03-27T02:00:00Z,0.17,,10.3
M,H,2005-04-01T17:00:00Z,0.17,,11.32
M,H,2005-04-02T01:00:00Z,0.17,,11.84
M,H,2005-04-03T18:00:00Z,0.17,,17.5
M,H,2005-04-03T20:00:00Z,0.17,,12.87
M,H,2005-04-03T23:00:00Z,0.17,,18.53
M,H,2005-04-04T00:00:00Z,0.17,,13.9
M,H,2005-04-04T05:00:00Z,0.17,,15.96
M,H,2005-04-04T08:00:00Z,0.17,,16.99
M,H,2005-04-04T11:00:00Z,0.17,,12.87
M,H,2005-04-16T18:00:00Z,0.17,,14.41
M,H,2005-04-17T01:00:00Z,0.17,,16.47
M,H,2005-04-17T03:00:00Z,0.17,,15.96
M,H,2005-04-17T04:00:00Z,0.17,,14.93
M,H,2005-04-19T03:00:00Z,0.17,,16.47
M,H,2005-04-19T16:00:00Z,0.17,,8.75
M,H,2005-04-20T09:00:00Z,0.17,,17.5
M,H,2005-04-20T19:00:00Z,0.17,,13.38
M,H,2005-04-21T00:00:00Z,0.17,,14.93
M,H,2005-04-21T01:00:00Z,0.17,,14.41
M,H,2005-04-21T02:00:00Z,0.17,,15.96
M,H,2005-04-21T03:00:00Z,0.17,,16.99
M,H,2005-04-21T05:00:00Z,0.17,,13.9
M,H,2005-04-22T03:00:00Z,0.17,,14.41
M,H,2005-04-22T04:00:00Z,0.17,,9.78
M,H,2005-04-22T23:00:00Z,0.17,,14.93
M,H,2005-04-23T05:00:00Z,0.17,,13.38
M,H,2005-04-23T07:00:00Z,0.17,,18.53
M,H,2005-04-23T08:00:00Z,0.17,,18.53
M,H,2005-04-23T12:00:00Z,0.17,,15.44
M,H,2005-04-23T13:00:00Z,0.17,,14.93
M,H,2005-04-23T15:00:00Z,0.17,,13.9
M,H,2005-04-23T17:00:00Z,0.17,,14.93
M,H,2005-04-23T21:00:00Z,0.17,,17.5
M,H,2005-04-23T22:00:00Z,0.17,,14.41
M,H,2005-04-24T01:00:00Z,0.17,,11.84
M,H,2005-04-24T06:00:00Z,0.17,,11.32
M,H,2005-04-27T07:00:00Z,0.17,,14.41
M,H,2005-04-27T09:00:00Z,0.17,,11.32
M,H,2005-04-29T19:00:00Z,0.17,,13.38
M,H,2005-04-29T21:00:00Z,0.17,,18.02
M,H,2005-04-29T22:00:00Z,0.17,,12.35
M,H,2005-05-11T01:00:00Z,0.17,,9.78
M,H,2005-05-14T01:00:00Z,0.17,,11.32
M,H,2005-05-18T04:00:00Z,0.17,,8.75
M,H,2005-05-18T07:00:00Z,0.17,,16.47
M,H,2005-05-18T08:00:00Z,0.17,,14.93
M,H,2005-05-18T09:00:00Z,0.17,,15.44
M,H,2005-05-28T08:00:00Z,0.17,,13.38
M,H,2005-05-28T09:00:00Z,0.17,,11.32
M,H,2005-05-28T10:00:00Z,0.17,,14.41
M,H,2005-05-28T13:00:00Z,0.17,,15.96
M,H,2005-06-01T07:00:00Z,0.17,,19.56
M,H,2005-06-01T08:00:00Z,0.17,,20.08
M,H,2005-06-01T17:00:00Z,0.17,,13.9
M,H,2005-06-02T09:00:00Z,0.17,,16.99
M,H,2005-06-02T10:00:00Z,0.17,,16.99
M,H,2005-06-02T14:00:00Z,0.17,,13.9
M,H,2005-06-02T15:00:00Z,0.17,,17.5
M,H,2005-06-02T17:00:00Z,0.17,,16.47
M,H,2005-06-02T18:00:00Z,0.17,,12.87
M,H,2005-06-02T20:00:00Z,0.17,,20.08
M,H,2005-06-02T21:00:00Z,0.17,,17.5
M,H,2005-06-03T02:00:00Z,0.17,,13.38
M,H,2005-06-03T03:00:00Z,0.17,,14.93
M,H,2005-06-03T05:00:00Z,0.17,,13.38
M,H,2005-06-03T06:00:00Z,0.17,,12.87
M,H,2005-06-03T13:00:00Z,0.17,,13.38
M,H,2005-06-07T07:00:00Z,0.17,,15.96
M,H,2005-06-15T15:00:00Z,0.17,,16.99
M,H,2005-06-15T16:00:00Z,0.17,,16.47
M,H,2005-06-15T18:00:00Z,0.17,,15.44
M,H,2005-06-15T19:00:00Z,0.17,,16.99
M,H,2005-06-15T20:00:00Z,0.17,,15.44
M,H,2005-06-15T21:00:00Z,0.17,,15.96
M,H,2005-06-16T04:00:00Z,0.17,,13.9
M,H,2005-06-16T05:00:00Z,0.17,,12.35
M,H,2005-06-16T06:00:00Z,0.17,,14.41
M,H,2005-06-16T12:00:00Z,0.17,,11.84
M,H,2005-06-21T19:00:00Z,0.17,,13.38
M,H,2005-06-22T01:00:00Z,0.17,,12.87
M,H,2005-06-22T02:00:00Z,0.17,,12.35
M,H,2005-06-23T01:00:00Z,0.17,,11.84
M,H,2005-06-23T12:00:00Z,0.17,,12.87
M,H,2005-06-24T20:00:00Z,0.17,,14.93
M,H,2005-06-26T01:00:00Z,0.17,,13.38
M,H,2005-06-26T02:00:00Z,0.17,,14.41
M,H,2005-06-26T04:00:00Z,0.17,,15.44
M,H,2005-06-27T19:00:00Z,0.17,,10.81
M,H,2005-06-27T20:00:00Z,0.17,,12.87
M,H,2005-06-28T03:00:00Z,0.17,,14.93
M,H,2005-06-28T13:00:00Z,0.17,,14.41
M,H,2005-06-28T17:00:00Z,0.17,,15.44
M,H,2005-06-28T18:00:00Z,0.17,,14.41
M,H,2005-06-28T19:00:00Z,0.17,,11.32
M,H,2005-06-28T20:00:00Z,0.17,,18.02
M,H,2005-06-28T23:00:00Z,0.17,,14.41
M,H,2005-06-29T00:00:00Z,0.17,,15.44
M,H,2005-06-29T01:00:00Z,0.17,,18.02
M,H,2005-06-29T03:00:00Z,0.17,,18.53
M,H,2005-06-29T06:00:00Z,0.17,,11.84
M,H,2005-06-29T08:00:00Z,0.17,,15.44
M,H,2005-06-29T10:00:00Z,0.17,,14.41
M,H,2005-06-29T11:00:00Z,0.17,,14.93
M,H,2005-06-29T12:00:00Z,0.17,,17.5
M,H,2005-06-29T20:00:00Z,0.17,,12.87
M,H,2005-06-30T02:00:00Z,0.17,,14.41
M,H,2005-06-30T04:00:00Z,0.17,,17.5
M,H,2005-06-30T06:00:00Z,0.17,,11.32
M,H,2005-06-30T10:00:00Z,0.17,,13.38
M,H,2005-06-30T11:00:00Z,0.17,,19.56
M,H,2005-06-30T12:00:00Z,0.17,,16.47
M,H,2005-06-30T14:00:00Z,0.17,,14.93
M,H,2005-06-30T15:00:00Z,0.17,,14.93
M,H,2005-06-30T16:00:00Z,0.17,,13.38
M,H,2005-06-30T19:00:00Z,0.17,,13.9
M,H,2005-07-01T01:00:00Z,0.17,,12.87
M,H,2005-07-01T03:00:00Z,0.17,,11.84
M,H,2005-07-08T09:00:00Z,0.17,,13.9
M,H,2005-07-09T02:00:00Z,0.17,,13.38
M,H,2005-07-11T02:00:00Z,0.17,,12.35
M,H,2005-07-11T16:00:00Z,0.17,,12.87
M,H,2005-07-11T19:00:00Z,0.17,,12.87
M,H,2005-07-11T20:00:00Z,0.17,,18.02
M,H,2005-07-11T21:00:00Z,0.17,,14.41
M,H,2005-07-11T22:00:00Z,0.17,,19.05
M,H,2005-07-11T23:00:00Z,0.17,,13.38
M,H,2005-07-12T00:00:00Z,0.17,,17.5
M,H,2005-07-12T03:00:00Z,0.17,,15.44
M,H,2005-07-12T07:00:00Z,0.17,,16.99
M,H,2005-07-12T09:00:00Z,0.17,,14.93
M,H,2005-07-12T19:00:00Z,0.17,,12.87
M,H,2005-07-12T20:00:00Z,0.17,,11.32
M,H,2005-07-12T23:00:00Z,0.17,,14.41
M,H,2005-07-13T01:00:00Z,0.17,,15.44
M,H,2005-07-13T03:00:00Z,0.17,,16.99
M,H,2005-07-13T04:00:00Z,0.17,,11.84
M,H,2005-07-13T06:00:00Z,0.17,,14.41
M,H,2005-07-13T07:00:00Z,0.17,,12.87
M,H,2005-07-13T19:00:00Z,0.17,,11.32
M,H,2005-07-13T22:00:00Z,0.17,,14.41
M,H,2005-07-15T03:00:00Z,0.17,,13.9
M,H,2005-07-16T12:00:00Z,0.17,,11.32
M,H,2005-07-16T14:00:00Z,0.17,,12.87
M,H,2005-07-16T16:00:00Z,0.17,,11.32
M,H,2005-07-16T17:00:00Z,0.17,,13.9
M,H,2005-07-16T18:00:00Z,0.17,,14.41
M,H,2005-07-16T19:00:00Z,0.17,,13.9
M,H,2005-07-16T20:00:00Z,0.17,,14.93
M,H,2005-07-16T22:00:00Z,0.17,,14.41
M,H,2005-07-16T23:00:00Z,0.17,,19.56
M,H,2005-07-17T00:00:00Z,0.17,,19.56
M,H,2005-07-17T01:00:00Z,0.17,,20.08
M,H,2005-07-17T02:00:00Z,0.17,,12.87
M,H,2005-07-21T01:00:00Z,0.17,,11.84
M,H,2005-07-22T01:00:00Z,0.17,,12.35
M,H,2005-08-07T00:00:00Z,0.17,,12.35
